time,country,city,device,newUsers,page,fileName,linkUrl
2025-03-04 02:43:00,Hong Kong,Hong Kong,desktop,New,/,,
2025-03-04 02:44:00,Hong Kong,Hong Kong,desktop,Return,/,/cv/cv.pdf,
2025-03-04 02:44:00,Hong Kong,Hong Kong,desktop,Return,/,,
2025-03-04 02:45:00,Hong Kong,Hong Kong,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4680389
2025-03-04 02:45:00,Hong Kong,Hong Kong,desktop,Return,/research/,,
2025-03-04 02:45:00,Hong Kong,Hong Kong,desktop,Return,/,,
2025-03-04 02:46:00,Hong Kong,Hong Kong,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4985567
2025-03-04 02:48:00,Hong Kong,Hong Kong,desktop,Return,/research/,,
2025-03-04 06:18:00,United Kingdom,Lancaster,desktop,New,/,,
2025-03-04 06:18:00,United Kingdom,Lancaster,desktop,Return,/research/,,
2025-03-04 06:19:00,United Kingdom,Lancaster,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4680389
2025-03-04 06:19:00,United Kingdom,Lancaster,desktop,Return,/research/,,
2025-03-04 06:26:00,United Kingdom,Lancaster,desktop,Return,/,,
2025-03-04 06:26:00,United Kingdom,Lancaster,desktop,Return,/research/,,
2025-03-04 17:04:00,United States,New York,desktop,New,/,,
2025-03-04 17:04:00,United States,New York,desktop,Return,/research/,,
2025-03-04 17:06:00,United States,Chapel Hill,desktop,Return,/,,
2025-03-04 17:06:00,United States,Boston,desktop,New,/research/,,
2025-03-04 17:07:00,United States,Chapel Hill,desktop,Return,/,/cv/cv.pdf,
2025-03-04 17:12:00,United States,Chapel Hill,desktop,Return,/,,
2025-03-04 17:27:00,United States,New York,desktop,New,/,,
2025-03-04 17:28:00,United States,New York,desktop,Return,/,,
2025-03-04 21:52:00,United States,Scarsdale,desktop,Return,/,/cv/cv.pdf,
2025-03-04 21:52:00,United States,Scarsdale,desktop,New,/,,
2025-03-04 21:58:00,United States,Scarsdale,desktop,Return,/research/,,
2025-03-04 21:58:00,United States,Scarsdale,desktop,Return,/,,
2025-03-05 09:59:00,South Korea,Seoul,desktop,Return,/,/cv/cv.pdf,
2025-03-05 09:59:00,South Korea,Seoul,desktop,New,/,,
2025-03-05 21:40:00,United States,Jersey City,desktop,New,/,,
2025-03-05 21:41:00,United States,Jersey City,desktop,Return,/,/cv/cv.pdf,
2025-03-05 21:41:00,United States,Jersey City,desktop,Return,/,,
2025-03-05 21:43:00,United States,Jersey City,desktop,Return,/,,
2025-03-06 08:17:00,Hong Kong,Hong Kong,desktop,New,/,,
2025-03-06 12:24:00,United States,Jersey City,desktop,Return,/,,
2025-03-06 12:25:00,United States,Jersey City,desktop,Return,/,,
2025-03-06 12:25:00,United States,Jersey City,desktop,Return,/,/cv/cv.pdf,
2025-03-06 15:47:00,Poland,Warsaw,desktop,New,/,,
2025-03-06 18:03:00,United States,Jersey City,desktop,Return,/,/cv/cv.pdf,
2025-03-06 18:03:00,United States,Jersey City,desktop,Return,/,,
2025-03-07 04:06:00,United States,New York,mobile,New,/,,
2025-03-07 10:03:00,United Kingdom,,mobile,New,/,,
2025-03-07 12:25:00,Switzerland,Zurich,desktop,New,/,,
2025-03-07 12:44:00,United States,Chicago,desktop,New,/,,
2025-03-07 12:45:00,United States,Chicago,desktop,Return,/,,
2025-03-07 12:45:00,United States,Chicago,desktop,Return,/research/,,
2025-03-07 12:45:00,United States,Chicago,desktop,Return,/,/cv/cv.pdf,
2025-03-07 12:46:00,United States,Chicago,desktop,Return,/research/,,
2025-03-08 06:34:00,Japan,,mobile (A401OP),New,/ja/,,
2025-03-09 12:43:00,United States,New York,mobile (SM-G986U1),Return,/research/,,
2025-03-09 12:43:00,United States,New York,mobile (SM-G986U1),Return,/,,
2025-03-10 06:52:00,Japan,Osaka,desktop,Return,/research/,,
2025-03-10 06:52:00,Japan,Osaka,desktop,Return,/,,
2025-03-10 06:52:00,Japan,Osaka,desktop,New,/ja/,,
2025-03-10 06:53:00,Japan,Osaka,desktop,Return,/research/,,
2025-03-10 10:40:00,United States,Charlotte,desktop,New,/,,
2025-03-10 10:40:00,United States,Charlotte,desktop,Return,/research/,,
2025-03-10 10:42:00,United States,Charlotte,desktop,Return,/,,
2025-03-10 10:42:00,United States,Charlotte,desktop,Return,/research/,,
2025-03-10 12:07:00,Japan,Tateyama,mobile,Return,/research/,,
2025-03-10 12:07:00,Japan,Tateyama,mobile,New,/,,
2025-03-10 16:13:00,United States,Washington,desktop,Return,/research/,,
2025-03-10 16:13:00,United States,Washington,desktop,New,/,,
2025-03-10 16:15:00,United States,Washington,desktop,Return,/research/,/papers/Leadership_Matsuno.pdf,
2025-03-10 16:16:00,United States,Washington,desktop,Return,/,,
2025-03-10 16:16:00,United States,Washington,desktop,Return,/,/cv/cv.pdf,
2025-03-10 16:16:00,United States,Washington,desktop,Return,/research/,,
2025-03-10 16:17:00,United States,Washington,desktop,Return,/,,
2025-03-11 14:03:00,United States,Boston,desktop,Return,/research/,,
2025-03-11 14:03:00,United States,Boston,desktop,New,/,,
2025-03-11 14:04:00,United States,Boston,desktop,Return,/,,
2025-03-11 14:04:00,United States,Boston,desktop,Return,/,/cv/cv.pdf,
2025-03-11 14:04:00,United States,Boston,desktop,Return,/research/,,
2025-03-11 14:05:00,United States,Boston,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4985567
2025-03-11 14:05:00,United States,Boston,desktop,Return,/research/,,
2025-03-11 14:13:00,United States,Boston,desktop,Return,/research/,,
2025-03-11 15:53:00,United States,New York,desktop,Return,/,/cv/cv.pdf,
2025-03-11 15:53:00,United States,New York,desktop,New,/,,
2025-03-11 15:53:00,United States,New York,desktop,Return,/research/,,
2025-03-12 11:49:00,Japan,Nagasaki,mobile (Pixel 8a),New,/,,
2025-03-12 11:50:00,Japan,Nagasaki,mobile (Pixel 8a),Return,/,/cv/cv.pdf,
2025-03-12 11:50:00,Japan,Nagasaki,mobile (Pixel 8a),Return,/,,
2025-03-12 11:50:00,Japan,Nagasaki,mobile (Pixel 8a),Return,/research/,,
2025-03-12 11:51:00,Japan,Nagasaki,mobile (Pixel 8a),Return,/,,
2025-03-13 02:32:00,Japan,Kitakyushu,desktop,New,/,,
2025-03-13 02:32:00,Japan,Kitakyushu,desktop,Return,/,/cv/cv.pdf,
2025-03-13 02:35:00,Japan,Kitakyushu,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4680389
2025-03-13 02:35:00,Japan,Kitakyushu,desktop,Return,/research/,,
2025-03-13 02:35:00,Japan,Kitakyushu,desktop,Return,/,,
2025-03-13 07:24:00,Pakistan,Lahore,desktop,New,/,,
2025-03-13 07:25:00,Pakistan,Lahore,desktop,Return,/,,
2025-03-13 17:30:00,United States,New York,desktop,Return,/,/cv/cv.pdf,
2025-03-13 17:30:00,United States,New York,desktop,Return,/,,
2025-03-13 17:30:00,United States,New York,desktop,Return,/research/,,
2025-03-13 17:31:00,United States,New York,desktop,Return,/,,
2025-03-13 17:31:00,United States,New York,desktop,Return,/research/,,
2025-03-13 17:32:00,United States,New York,desktop,Return,/,,
2025-03-13 17:56:00,United States,Arcata,mobile,New,/,,
2025-03-14 11:17:00,United States,New York,desktop,New,/,,
2025-03-14 11:17:00,United States,New York,desktop,Return,/research/,,
2025-03-14 11:17:00,United States,New York,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4985567
2025-03-14 11:18:00,United States,New York,desktop,Return,/,/cv/cv.pdf,
2025-03-14 11:18:00,United States,New York,desktop,Return,/research/,/papers/Leadership_Matsuno.pdf,
2025-03-14 11:18:00,United States,New York,desktop,Return,/,,
2025-03-14 11:18:00,United States,New York,desktop,Return,/research/,,
2025-03-14 11:19:00,United States,New York,desktop,Return,/,,
2025-03-14 20:56:00,United States,Cincinnati,desktop,New,/,,
2025-03-14 20:56:00,United States,Cincinnati,desktop,Return,/,/cv/cv.pdf,
2025-03-15 21:27:00,United States,San Francisco,mobile,Return,/research/,,
2025-03-15 21:27:00,United States,San Francisco,mobile,New,/,,
2025-03-15 21:27:00,United States,San Francisco,mobile,Return,/research/,/papers/Leadership_Matsuno.pdf,
2025-03-16 00:18:00,China,Guangzhou,desktop,New,/,,
2025-03-16 19:59:00,United States,,desktop,New,/,,
2025-03-17 01:00:00,Japan,,desktop,New,/,,
2025-03-17 06:48:00,Somalia,Mogadishu,desktop,New,/,,
2025-03-17 11:59:00,United States,,desktop,New,/,,
2025-03-17 12:13:00,Canada,Toronto,desktop,Return,/research/,,
2025-03-17 12:13:00,Canada,Toronto,desktop,New,/,,
2025-03-19 00:19:00,United States,New York,desktop,New,/,,
2025-03-19 00:19:00,United States,New York,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4985567
2025-03-19 00:19:00,United States,New York,desktop,Return,/research/,/papers/Leadership_Matsuno.pdf,
2025-03-19 00:19:00,United States,New York,desktop,Return,/research/,,
2025-03-19 00:21:00,United States,New York,desktop,Return,/research/,,
2025-03-19 01:40:00,Japan,Kobe,desktop,New,/,,
2025-03-19 01:40:00,Japan,Kobe,desktop,Return,/ja/,,
2025-03-19 01:42:00,Japan,Kobe,desktop,Return,/ja/,,
2025-03-19 01:42:00,Japan,Kobe,desktop,Return,/,,
2025-03-19 12:46:00,Indonesia,,mobile,New,/,,
2025-03-19 12:46:00,Indonesia,,mobile,Return,/,/cv/cv.pdf,
2025-03-19 16:51:00,United States,Boston,desktop,New,/,,
2025-03-19 16:51:00,United States,Boston,desktop,Return,/,/cv/cv.pdf,
2025-03-19 16:52:00,United States,Boston,desktop,Return,/,,
2025-03-19 16:52:00,United States,Boston,desktop,Return,/research/,,
2025-03-19 17:19:00,Japan,Arakawa City,mobile,New,/,,
2025-03-19 23:18:00,United States,New York,desktop,Return,/,,
2025-03-19 23:19:00,United States,New York,desktop,Return,/research/,,
2025-03-19 23:19:00,United States,New York,desktop,Return,/,,
2025-03-19 23:19:00,United States,New York,desktop,Return,/,/cv/cv.pdf,
2025-03-20 22:12:00,United States,Los Angeles,desktop,New,/,,
2025-03-20 22:34:00,United States,Kings Point,desktop,New,/,,
2025-03-20 22:35:00,United States,Kings Point,desktop,Return,/research/,,
2025-03-20 22:35:00,United States,Kings Point,desktop,Return,/,,
2025-03-20 22:35:00,United States,Kings Point,desktop,Return,/,/cv/cv.pdf,
2025-03-20 22:49:00,United States,Kings Point,desktop,Return,/,,
2025-03-20 23:19:00,United States,Ashburn,desktop,New,/,,
2025-03-20 23:24:00,United States,Los Angeles,desktop,Return,/,,
2025-03-21 08:50:00,Jordan,Amman,mobile (SM-A556E),Return,/,/cv/cv.pdf,
2025-03-21 08:50:00,Jordan,Amman,mobile (SM-A556E),New,/,,
2025-03-21 08:51:00,Jordan,Amman,mobile (SM-A556E),Return,/,,
2025-03-21 08:52:00,Jordan,Amman,mobile (SM-A556E),Return,/,/cv/cv.pdf,
2025-03-21 08:52:00,Jordan,Amman,mobile (SM-A556E),Return,/,,
2025-03-21 08:53:00,Jordan,Amman,mobile (SM-A556E),Return,/,,
2025-03-21 16:21:00,Japan,Kitakyushu,mobile (F-04K),New,/,,
2025-03-21 16:21:00,Japan,Kitakyushu,mobile (F-04K),Return,/research/,,
2025-03-22 00:45:00,United States,Chicago,desktop,Return,/,/cv/cv.pdf,
2025-03-22 00:45:00,United States,Chicago,desktop,New,/,,
2025-03-22 00:46:00,United States,Chicago,desktop,Return,/,,
2025-03-22 01:23:00,Indonesia,Semarang,desktop,New,/,,
2025-03-22 01:23:00,Indonesia,Semarang,desktop,Return,/,/cv/cv.pdf,
2025-03-22 01:25:00,Indonesia,Semarang,desktop,Return,/,,
2025-03-22 13:07:00,United States,Minneapolis,desktop,New,/,,
2025-03-22 13:08:00,United States,Minneapolis,desktop,Return,/,,
2025-03-22 13:08:00,United States,Minneapolis,desktop,Return,/research/,,
2025-03-22 13:09:00,United States,Minneapolis,desktop,Return,/,/cv/cv.pdf,
2025-03-22 13:09:00,United States,Minneapolis,desktop,Return,/,,
2025-03-23 01:52:00,United States,Palm Springs,desktop,New,/,,
2025-03-23 04:58:00,United States,Palm Springs,desktop,New,/,,
2025-03-23 06:26:00,United States,New York,mobile,Return,/,/cv/cv.pdf,
2025-03-23 06:26:00,United States,New York,mobile,Return,/,,
2025-03-23 06:27:00,United States,New York,mobile,Return,/,,
2025-03-23 11:40:00,United States,Los Angeles,desktop,New,/,,
2025-03-23 11:40:00,United States,Los Angeles,desktop,Return,/,/cv/cv.pdf,
2025-03-23 11:40:00,United States,Los Angeles,desktop,Return,/research/,,
2025-03-23 23:26:00,United States,New York,mobile,New,/,,
2025-03-23 23:27:00,United States,New York,mobile,Return,/research/,,
2025-03-23 23:27:00,United States,New York,mobile,Return,/,,
2025-03-23 23:28:00,United States,New York,mobile,Return,/research/,,
2025-03-23 23:28:00,United States,New York,mobile,Return,/,,
2025-03-23 23:28:00,United States,New York,mobile,Return,/,/cv/cv.pdf,
2025-03-24 05:17:00,United States,New York,desktop,New,/,,
2025-03-24 05:17:00,United States,New York,desktop,Return,/,/cv/cv.pdf,
2025-03-24 05:20:00,United States,New York,desktop,Return,/,,
2025-03-24 11:24:00,Japan,Mitaka,desktop,Return,/research/,,
2025-03-24 11:24:00,Japan,Mitaka,desktop,New,/,,
2025-03-24 11:25:00,Japan,Mitaka,desktop,Return,/,,
2025-03-24 11:25:00,Japan,Mitaka,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4680389
2025-03-24 11:25:00,Japan,Mitaka,desktop,Return,/,/cv/cv.pdf,
2025-03-24 11:25:00,Japan,Mitaka,desktop,Return,/research/,,
2025-03-24 11:26:00,Japan,Mitaka,desktop,Return,/,,
2025-03-24 18:33:00,United States,Chapel Hill,desktop,Return,/,/cv/cv.pdf,
2025-03-24 18:33:00,United States,Chapel Hill,desktop,Return,/,,
2025-03-24 18:37:00,United States,Chapel Hill,desktop,Return,/,,
2025-03-24 23:23:00,United States,New York,desktop,New,/,,
2025-03-24 23:23:00,United States,New York,desktop,Return,/,/cv/cv.pdf,
2025-03-24 23:24:00,United States,New York,desktop,Return,/,,
2025-03-25 11:46:00,Canada,Toronto,desktop,Return,/,,
2025-03-25 11:46:00,Canada,Toronto,desktop,Return,/,/cv/cv.pdf,
2025-03-25 20:58:00,United States,Philadelphia,desktop,Return,/,,
2025-03-25 20:58:00,United States,Philadelphia,desktop,Return,/,/cv/cv.pdf,
2025-03-25 21:01:00,United States,Philadelphia,desktop,Return,/,,
2025-03-25 22:40:00,United States,Stanford,desktop,Return,/research/,,
2025-03-25 22:40:00,United States,Stanford,desktop,Return,/,/cv/cv.pdf,
2025-03-25 22:40:00,United States,Stanford,desktop,Return,/,,
2025-03-25 23:29:00,United States,Stanford,desktop,Return,/,,
2025-03-26 15:20:00,Japan,Muroran,mobile,Return,/,,
2025-03-27 13:38:00,United States,New York,desktop,Return,/research/,,
2025-03-27 13:38:00,United States,New York,desktop,Return,/research/,/papers/Leadership_Matsuno.pdf,
2025-03-27 13:39:00,United States,New York,desktop,Return,/research/,,
2025-03-27 13:39:00,United States,New York,desktop,Return,/,/cv/cv.pdf,
2025-03-27 13:39:00,United States,New York,desktop,Return,/,,
2025-03-27 13:40:00,United States,New York,desktop,Return,/research/,,
2025-03-27 13:40:00,United States,New York,desktop,Return,/,,
2025-03-27 13:40:00,United States,New York,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4985567
2025-03-27 13:41:00,United States,New York,desktop,Return,/,,
2025-03-27 22:30:00,New Zealand,Auckland,desktop,Return,/,,
2025-03-27 22:31:00,New Zealand,Auckland,desktop,Return,/research/,/papers/Leadership_Matsuno.pdf,
2025-03-27 22:31:00,New Zealand,Auckland,desktop,Return,/,,
2025-03-27 22:31:00,New Zealand,Auckland,desktop,Return,/research/,,
2025-03-27 22:44:00,New Zealand,Auckland,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4985567
2025-03-27 22:44:00,New Zealand,Auckland,desktop,Return,/,,
2025-03-27 22:44:00,New Zealand,Auckland,desktop,Return,/research/,,
2025-03-27 22:58:00,New Zealand,Auckland,desktop,Return,/research/,,
2025-03-28 12:44:00,United States,New York,desktop,Return,/,,
2025-03-28 12:59:00,United States,New Haven,desktop,Return,/,,
2025-03-28 12:59:00,United States,New Haven,desktop,Return,/,/cv/cv.pdf,
2025-03-28 14:43:00,Switzerland,,desktop,Return,/,/cv/cv.pdf,
2025-03-28 14:43:00,Switzerland,,desktop,Return,/,,
2025-03-28 14:52:00,Switzerland,,desktop,Return,/,,
2025-03-28 15:38:00,Switzerland,Zufikon,mobile,Return,/,,
2025-03-28 15:39:00,Switzerland,Zufikon,mobile,Return,/,,
2025-03-29 04:28:00,Switzerland,Fiesch,desktop,Return,/,,
2025-03-29 04:28:00,Switzerland,Zurich,desktop,Return,/,,
2025-03-29 21:01:00,United States,Toledo,desktop,Return,/,,
2025-03-29 23:36:00,Japan,Funabashi,mobile,Return,/,,
2025-03-29 23:37:00,Japan,Funabashi,mobile,Return,/,/cv/cv.pdf,
2025-03-29 23:37:00,Japan,Funabashi,mobile,Return,/,,
2025-03-29 23:39:00,Japan,Funabashi,mobile,Return,/,/cv/cv.pdf,
2025-03-29 23:39:00,Japan,Funabashi,mobile,Return,/,,
2025-03-29 23:40:00,Japan,Funabashi,mobile,Return,/,/cv/cv.pdf,
2025-03-29 23:41:00,Japan,Funabashi,mobile,Return,/ja/,,
2025-03-29 23:44:00,Japan,Funabashi,mobile,Return,/,,
2025-03-29 23:44:00,Japan,Funabashi,mobile,Return,/,/cv/cv.pdf,
2025-03-29 23:49:00,Japan,Funabashi,mobile,Return,/ja/,,
2025-03-29 23:51:00,Japan,Funabashi,mobile,Return,/ja/,,
2025-03-30 16:06:00,United States,New York,desktop,New,/research/,,
2025-03-31 01:24:00,Switzerland,Zufikon,mobile,Return,/,,
2025-03-31 03:57:00,Hong Kong,Hong Kong,desktop,New,/,,
2025-03-31 17:44:00,United States,New York,desktop,New,/,,
2025-03-31 17:44:00,United States,New York,desktop,Return,/,/cv/cv.pdf,
2025-03-31 17:44:00,United States,New York,desktop,Return,/,,
2025-03-31 17:44:00,United States,New York,desktop,Return,/research/,,
2025-03-31 21:13:00,United States,Brookline,desktop,Return,/,,
2025-03-31 21:13:00,United States,Brookline,desktop,Return,/,/cv/cv.pdf,
2025-03-31 22:35:00,United States,Toledo,desktop,Return,/,,
2025-03-31 22:42:00,United States,Toledo,desktop,New,/,,
2025-03-31 22:42:00,United States,Toledo,desktop,Return,/,,
2025-04-01 00:41:00,United States,Los Angeles,desktop,New,/,,
2025-04-01 00:41:00,United States,Los Angeles,desktop,Return,/,,
2025-04-01 00:42:00,United States,Los Angeles,desktop,Return,/research/,,
2025-04-01 00:42:00,United States,Los Angeles,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4985567
2025-04-01 00:42:00,United States,Los Angeles,desktop,Return,/,/cv/cv.pdf,
2025-04-01 00:42:00,United States,Los Angeles,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4680389
2025-04-01 00:42:00,United States,Los Angeles,desktop,Return,/,,
2025-04-01 00:43:00,United States,Los Angeles,desktop,Return,/research/,,
2025-04-01 00:43:00,United States,Los Angeles,desktop,Return,/,,
2025-04-01 00:48:00,Japan,Chiyoda City,desktop,Return,/,,
2025-04-01 00:48:00,Japan,Chiyoda City,desktop,New,/,,
2025-04-01 16:35:00,China,Xilingol League,desktop,New,/,,
2025-04-01 16:49:00,China,,desktop,New,/,,
2025-04-01 16:50:00,China,Chongqing,desktop,New,/,,
2025-04-01 21:46:00,Japan,Ota City,mobile (MP09),Return,/,/cv/cv.pdf,
2025-04-01 21:46:00,Japan,Ota City,mobile (MP09),Return,/,,
2025-04-01 21:46:00,Japan,Ota City,mobile (MP09),New,/,,
2025-04-01 21:47:00,Japan,Ota City,mobile (MP09),Return,/research/,,
2025-04-01 21:47:00,Japan,Ota City,mobile (MP09),Return,/,,
2025-04-01 21:52:00,China,Zhuhai,desktop,New,/,,
2025-04-02 16:57:00,United States,,desktop,Return,/,,
2025-04-02 17:40:00,United States,Parsippany-Troy Hills,desktop,Return,/,/cv/cv.pdf,
2025-04-02 17:40:00,United States,Parsippany-Troy Hills,desktop,Return,/,,
2025-04-02 17:40:00,United States,Parsippany-Troy Hills,desktop,Return,/research/,,
2025-04-02 17:41:00,United States,Parsippany-Troy Hills,desktop,Return,/,,
2025-04-02 23:34:00,Singapore,Singapore,desktop,Return,/,/cv/cv.pdf,
2025-04-02 23:34:00,Singapore,Singapore,desktop,New,/,,
2025-04-02 23:45:00,Singapore,Singapore,desktop,Return,/,,
2025-04-03 04:15:00,Hong Kong,Hong Kong,desktop,New,/,,
2025-04-03 04:15:00,Hong Kong,Hong Kong,desktop,Return,/,,
2025-04-03 04:15:00,Hong Kong,Hong Kong,desktop,Return,/,/cv/cv.pdf,
2025-04-03 04:29:00,Hong Kong,Hong Kong,desktop,Return,/,,
2025-04-03 22:41:00,United States,,desktop,Return,/,,
2025-04-04 08:33:00,Germany,Mannheim,mobile (SM-A556B),Return,/,,
2025-04-04 08:33:00,Germany,Mannheim,mobile (SM-A556B),New,/research/,,
2025-04-04 08:33:00,Germany,Mannheim,mobile (SM-A556B),Return,/research/,,
2025-04-04 10:40:00,United States,New York,desktop,Return,/,,
2025-04-04 10:40:00,United States,New York,desktop,New,/,,
2025-04-04 14:47:00,South Korea,Ulsan,desktop,New,/,,
2025-04-04 14:47:00,South Korea,Ulsan,desktop,Return,/,,
2025-04-04 14:48:00,South Korea,Ulsan,desktop,Return,/,,
2025-04-04 15:41:00,South Korea,Ulsan,desktop,New,/,,
2025-04-04 15:41:00,South Korea,Ulsan,desktop,Return,/,,
2025-04-04 23:04:00,United States,,desktop,Return,/,,
2025-04-05 11:08:00,Japan,Kita City,desktop,Return,/,/cv/cv.pdf,
2025-04-05 11:08:00,Japan,Kita City,desktop,Return,/,,
2025-04-05 11:08:00,Japan,Kita City,desktop,New,/,,
2025-04-05 11:10:00,Japan,Kita City,desktop,Return,/ja/,,
2025-04-05 11:10:00,Japan,Kita City,desktop,Return,/research/,,
2025-04-05 11:10:00,Japan,Kita City,desktop,Return,/,,
2025-04-05 11:10:00,Japan,Kita City,desktop,Return,/research/,/papers/Conformity-and-Leadership-in-Organizations_Matsuno.pdf,
2025-04-05 11:12:00,Japan,Kita City,desktop,Return,/research/,,
2025-04-05 13:04:00,Japan,Kita City,mobile (FIG-LA1),New,/,,
2025-04-05 13:04:00,Japan,Kita City,mobile (FIG-LA1),Return,/ja/,,
2025-04-07 01:34:00,Japan,Chiyoda City,desktop,Return,/,/cv/cv.pdf,
2025-04-07 01:34:00,Japan,Chiyoda City,desktop,Return,/,,
2025-04-07 01:36:00,Japan,Chiyoda City,desktop,Return,/ja/,,
2025-04-07 01:36:00,Japan,Chiyoda City,desktop,Return,/,,
2025-04-07 01:36:00,Japan,Chiyoda City,desktop,Return,/research/,,
2025-04-07 22:16:00,United States,,desktop,Return,/,,
2025-04-08 02:40:00,Hong Kong,Hong Kong,desktop,Return,/,,
2025-04-08 02:40:00,Hong Kong,Hong Kong,desktop,New,/,,
2025-04-08 02:40:00,Hong Kong,Hong Kong,desktop,Return,/,/cv/cv.pdf,
2025-04-08 03:17:00,Japan,Shinagawa City,desktop,Return,/,,
2025-04-08 03:17:00,Japan,Shinagawa City,desktop,New,/,,
2025-04-08 03:17:00,Japan,Shinagawa City,desktop,Return,/,/cv/cv.pdf,
2025-04-08 03:40:00,Japan,Shinagawa City,desktop,Return,/,,
2025-04-08 05:04:00,Japan,Gotemba,desktop,New,/,,
2025-04-08 05:04:00,Japan,Gotemba,desktop,Return,/,,
2025-04-08 08:32:00,United States,Jersey City,desktop,Return,/,/cv/cv.pdf,
2025-04-08 08:32:00,United States,Jersey City,desktop,New,/,,
2025-04-08 08:32:00,United States,Jersey City,desktop,Return,/,,
2025-04-08 08:32:00,United States,Jersey City,desktop,Return,/research/,,
2025-04-08 08:33:00,United States,Jersey City,desktop,Return,/,,
2025-04-09 09:07:00,Japan,Yokohama,desktop,Return,/,,
2025-04-09 09:07:00,Japan,Yokohama,desktop,New,/,,
2025-04-09 09:07:00,Japan,Yokohama,desktop,Return,/,/cv/cv.pdf,
2025-04-09 09:08:00,Japan,Yokohama,desktop,Return,/,,
2025-04-09 14:39:00,United States,Houston,desktop,Return,/,,
2025-04-09 14:39:00,United States,Houston,desktop,Return,/,/cv/cv.pdf,
2025-04-09 20:16:00,United States,Chapel Hill,desktop,Return,/,,
2025-04-09 20:16:00,United States,Chapel Hill,desktop,Return,/,/cv/cv.pdf,
2025-04-09 20:21:00,United States,Chapel Hill,desktop,Return,/,,
2025-04-10 02:00:00,Australia,Adelaide,mobile,Return,/,,
2025-04-10 05:19:00,Poland,Lublin,desktop,New,/,,
2025-04-10 05:19:00,Poland,Lublin,desktop,Return,/,,
2025-04-10 08:10:00,Denmark,Odense,desktop,Return,/,,
2025-04-10 08:10:00,Denmark,Odense,desktop,New,/,,
2025-04-10 08:10:00,Denmark,Odense,desktop,Return,/,/cv/cv.pdf,
2025-04-10 23:38:00,Taiwan,,desktop,New,/,,
2025-04-11 10:24:00,United States,Chicago,desktop,Return,/,,
2025-04-11 10:24:00,United States,Chicago,desktop,New,/,,
2025-04-11 10:25:00,United States,Chicago,desktop,Return,/,,
2025-04-11 10:25:00,United States,Chicago,desktop,Return,/research/,,
2025-04-11 14:49:00,United States,Boydton,desktop,Return,/,,
2025-04-12 21:30:00,United States,Stanford,desktop,New,/,,
2025-04-12 21:30:00,United States,Stanford,desktop,Return,/,,
2025-04-12 21:31:00,United States,Stanford,desktop,Return,/,,
2025-04-13 09:37:00,Japan,Yokohama,desktop,Return,/ja/,,
2025-04-13 09:37:00,Japan,Yokohama,desktop,Return,/,/cv/cv.pdf,
2025-04-13 09:37:00,Japan,Yokohama,desktop,Return,/,,
2025-04-13 09:37:00,Japan,Yokohama,desktop,Return,/research/,,
2025-04-13 09:37:00,Japan,Yokohama,desktop,New,/ja/,,
2025-04-13 17:20:00,United States,New York,mobile,Return,/,,
2025-04-13 17:20:00,United States,New York,mobile,Return,/,/cv/cv.pdf,
2025-04-13 17:20:00,United States,New York,mobile,Return,/research/,,
2025-04-13 19:47:00,Japan,Shinjuku City,desktop,New,/,,
2025-04-14 11:35:00,United States,Chapel Hill,desktop,Return,/,,
2025-04-14 11:35:00,United States,Chapel Hill,desktop,New,/,,
2025-04-14 11:35:00,United States,Chapel Hill,desktop,Return,/research/,,
2025-04-14 11:38:00,United States,Chicago,desktop,Return,/,/cv/cv.pdf,
2025-04-14 11:38:00,United States,Chicago,desktop,Return,/,,
2025-04-14 11:38:00,United States,Chicago,desktop,New,/,,
2025-04-14 11:53:00,United States,Chicago,desktop,Return,/,,
2025-04-14 12:46:00,United States,Chicago,desktop,Return,/,,
2025-04-14 12:50:00,United States,Houston,desktop,New,/,,
2025-04-14 12:50:00,United States,Houston,desktop,Return,/,,
2025-04-14 12:51:00,United States,Houston,desktop,Return,/,/cv/cv.pdf,
2025-04-14 13:17:00,United States,Wheaton,desktop,New,/,,
2025-04-14 13:17:00,United States,Wheaton,desktop,Return,/research/,,
2025-04-14 13:17:00,United States,Wheaton,desktop,Return,/,,
2025-04-14 13:17:00,United States,Wheaton,desktop,Return,/,/cv/cv.pdf,
2025-04-15 02:37:00,United States,,desktop,New,/,,
2025-04-15 02:37:00,United States,,desktop,Return,/,,
